IP地址,数据中心,地区,城市,网络延迟
172.67.112.211,LAX,North America,Los Angeles,185 ms
172.67.127.85,LAX,North America,Los Angeles,185 ms
104.18.8.219,LAX,North America,Los Angeles,185 ms
172.65.178.251,LAX,North America,Los Angeles,185 ms
104.19.84.96,LAX,North America,Los Angeles,185 ms
104.24.212.58,LAX,North America,Los Angeles,185 ms
104.19.161.253,SJC,North America,San Jose,185 ms
104.27.76.78,LAX,North America,Los Angeles,185 ms
172.66.3.248,LAX,North America,Los Angeles,185 ms
172.64.144.201,LAX,North America,Los Angeles,185 ms
104.27.56.170,LAX,North America,Los Angeles,185 ms
172.64.69.83,LAX,North America,Los Angeles,185 ms
104.25.223.72,LAX,North America,Los Angeles,185 ms
104.25.107.245,LAX,North America,Los Angeles,185 ms
172.64.38.69,LAX,North America,Los Angeles,185 ms
104.24.181.60,LAX,North America,Los Angeles,185 ms
104.27.29.45,LAX,North America,Los Angeles,185 ms
104.24.36.5,LAX,North America,Los Angeles,185 ms
104.18.39.201,LAX,North America,Los Angeles,185 ms
104.25.245.129,LAX,North America,Los Angeles,185 ms
104.25.60.60,LAX,North America,Los Angeles,185 ms
104.19.58.65,LAX,North America,Los Angeles,185 ms
104.23.106.197,LAX,North America,Los Angeles,185 ms
104.19.236.236,SJC,North America,San Jose,185 ms
104.27.3.242,LAX,North America,Los Angeles,186 ms
104.16.149.29,SJC,North America,San Jose,186 ms
104.23.109.123,LAX,North America,Los Angeles,186 ms
104.25.134.166,LAX,North America,Los Angeles,186 ms
162.159.153.69,LAX,North America,Los Angeles,186 ms
104.18.33.215,LAX,North America,Los Angeles,186 ms
104.26.15.90,HKG,Asia Pacific,Hong Kong,186 ms
104.21.239.77,SJC,North America,San Jose,186 ms
198.41.202.237,LAX,North America,Los Angeles,186 ms
104.25.168.31,LAX,North America,Los Angeles,186 ms
104.25.133.86,LAX,North America,Los Angeles,186 ms
162.159.207.49,LAX,North America,Los Angeles,186 ms
104.20.37.29,LAX,North America,Los Angeles,186 ms
172.67.78.67,HKG,Asia Pacific,Hong Kong,186 ms
104.20.4.157,LAX,North America,Los Angeles,186 ms
104.24.34.195,LAX,North America,Los Angeles,186 ms
104.25.216.200,LAX,North America,Los Angeles,186 ms
104.18.21.66,LAX,North America,Los Angeles,186 ms
104.18.4.139,LAX,North America,Los Angeles,186 ms
172.67.102.99,LAX,North America,Los Angeles,186 ms
172.67.75.6,HKG,Asia Pacific,Hong Kong,186 ms
104.19.209.134,SJC,North America,San Jose,186 ms
104.23.98.8,LAX,North America,Los Angeles,186 ms
104.20.24.125,HKG,Asia Pacific,Hong Kong,186 ms
104.23.122.30,LAX,North America,Los Angeles,186 ms
162.159.21.243,LAX,North America,Los Angeles,186 ms
108.162.192.201,LAX,North America,Los Angeles,186 ms
104.25.51.85,LAX,North America,Los Angeles,186 ms
104.27.32.141,LAX,North America,Los Angeles,186 ms
104.19.1.74,LAX,North America,Los Angeles,186 ms
104.19.95.152,LAX,North America,Los Angeles,186 ms
104.23.111.45,LAX,North America,Los Angeles,186 ms
104.24.93.118,LAX,North America,Los Angeles,186 ms
198.41.216.45,LAX,North America,Los Angeles,186 ms
104.20.47.78,LAX,North America,Los Angeles,186 ms
104.25.166.176,LAX,North America,Los Angeles,186 ms
162.159.206.7,LAX,North America,Los Angeles,186 ms
104.17.97.218,SJC,North America,San Jose,186 ms
8.39.204.107,LAX,North America,Los Angeles,186 ms
104.18.209.125,SJC,North America,San Jose,186 ms
172.64.87.36,LAX,North America,Los Angeles,186 ms
104.24.215.33,LAX,North America,Los Angeles,186 ms
162.159.27.11,LAX,North America,Los Angeles,186 ms
172.64.80.37,LAX,North America,Los Angeles,186 ms
104.25.92.24,LAX,North America,Los Angeles,186 ms
104.19.108.39,LAX,North America,Los Angeles,186 ms
104.16.13.32,SJC,North America,San Jose,186 ms
104.24.72.56,LAX,North America,Los Angeles,186 ms
104.25.35.215,LAX,North America,Los Angeles,186 ms
104.25.233.25,LAX,North America,Los Angeles,186 ms
172.64.89.43,LAX,North America,Los Angeles,186 ms
104.24.151.228,LAX,North America,Los Angeles,186 ms
104.24.223.188,LAX,North America,Los Angeles,186 ms
104.25.228.251,LAX,North America,Los Angeles,186 ms
104.17.26.54,SJC,North America,San Jose,186 ms
162.159.46.25,LAX,North America,Los Angeles,186 ms
104.17.189.92,SJC,North America,San Jose,186 ms
104.25.85.220,LAX,North America,Los Angeles,187 ms
104.27.82.245,LAX,North America,Los Angeles,187 ms
104.25.55.122,LAX,North America,Los Angeles,187 ms
172.64.158.242,LAX,North America,Los Angeles,187 ms
172.65.90.11,BOM,Asia Pacific,Mumbai,187 ms
172.67.92.229,LAX,North America,Los Angeles,187 ms
104.16.208.87,SJC,North America,San Jose,187 ms
104.19.202.237,LAX,North America,Los Angeles,187 ms
104.20.29.112,HKG,Asia Pacific,Hong Kong,187 ms
104.19.33.227,LAX,North America,Los Angeles,187 ms
104.24.217.204,LAX,North America,Los Angeles,187 ms
104.24.240.3,LAX,North America,Los Angeles,187 ms
104.20.12.42,LAX,North America,Los Angeles,187 ms
104.23.121.138,LAX,North America,Los Angeles,187 ms
104.24.46.69,LAX,North America,Los Angeles,187 ms
104.19.114.80,LAX,North America,Los Angeles,187 ms
162.251.82.78,LAX,North America,Los Angeles,187 ms
104.19.105.180,LAX,North America,Los Angeles,187 ms
198.41.203.104,LAX,North America,Los Angeles,187 ms
198.41.205.225,LAX,North America,Los Angeles,187 ms
104.27.54.218,LAX,North America,Los Angeles,187 ms
104.25.174.201,LAX,North America,Los Angeles,187 ms
104.25.71.162,LAX,North America,Los Angeles,187 ms
104.24.235.91,LAX,North America,Los Angeles,187 ms
104.19.182.28,SJC,North America,San Jose,187 ms
198.41.223.36,LAX,North America,Los Angeles,187 ms
104.19.92.28,LAX,North America,Los Angeles,187 ms
172.64.151.125,LAX,North America,Los Angeles,187 ms
104.18.18.84,LAX,North America,Los Angeles,187 ms
104.25.90.168,LAX,North America,Los Angeles,187 ms
104.24.30.6,LAX,North America,Los Angeles,187 ms
104.27.39.199,LAX,North America,Los Angeles,187 ms
104.23.126.201,LAX,North America,Los Angeles,187 ms
104.27.78.54,LAX,North America,Los Angeles,187 ms
104.19.15.198,LAX,North America,Los Angeles,187 ms
104.24.27.106,LAX,North America,Los Angeles,187 ms
172.64.152.117,LAX,North America,Los Angeles,187 ms
104.20.15.75,LAX,North America,Los Angeles,187 ms
198.217.251.225,LAX,North America,Los Angeles,187 ms
104.27.123.190,LAX,North America,Los Angeles,187 ms
104.24.21.199,LAX,North America,Los Angeles,187 ms
172.66.43.244,LAX,North America,Los Angeles,187 ms
172.67.94.71,LAX,North America,Los Angeles,187 ms
104.19.8.197,LAX,North America,Los Angeles,187 ms
104.24.139.235,LAX,North America,Los Angeles,187 ms
104.17.133.55,SJC,North America,San Jose,187 ms
162.159.129.21,LAX,North America,Los Angeles,187 ms
104.27.110.238,LAX,North America,Los Angeles,187 ms
104.20.60.117,LAX,North America,Los Angeles,187 ms
104.25.80.243,LAX,North America,Los Angeles,187 ms
104.27.81.183,LAX,North America,Los Angeles,187 ms
104.20.62.236,LAX,North America,Los Angeles,187 ms
172.64.154.108,LAX,North America,Los Angeles,187 ms
104.24.222.36,LAX,North America,Los Angeles,187 ms
172.67.86.250,LAX,North America,Los Angeles,187 ms
104.24.9.212,LAX,North America,Los Angeles,188 ms
104.27.55.120,LAX,North America,Los Angeles,188 ms
104.25.197.119,LAX,North America,Los Angeles,188 ms
104.25.64.177,LAX,North America,Los Angeles,188 ms
104.25.185.129,LAX,North America,Los Angeles,188 ms
172.64.32.91,LAX,North America,Los Angeles,188 ms
108.162.194.17,LAX,North America,Los Angeles,188 ms
104.17.11.82,SJC,North America,San Jose,188 ms
172.67.88.227,LAX,North America,Los Angeles,188 ms
162.159.20.101,LAX,North America,Los Angeles,188 ms
104.24.31.163,LAX,North America,Los Angeles,188 ms
104.24.43.151,LAX,North America,Los Angeles,188 ms
104.24.254.103,LAX,North America,Los Angeles,188 ms
172.67.96.26,LAX,North America,Los Angeles,188 ms
104.24.7.152,LAX,North America,Los Angeles,188 ms
104.24.19.103,LAX,North America,Los Angeles,188 ms
104.24.150.201,LAX,North America,Los Angeles,188 ms
104.24.234.131,LAX,North America,Los Angeles,188 ms
104.24.175.72,LAX,North America,Los Angeles,188 ms
104.27.106.59,LAX,North America,Los Angeles,188 ms
8.35.211.222,LAX,North America,Los Angeles,188 ms
104.25.200.31,LAX,North America,Los Angeles,188 ms
104.19.90.188,LAX,North America,Los Angeles,188 ms
104.27.63.0,LAX,North America,Los Angeles,188 ms
104.27.30.211,LAX,North America,Los Angeles,188 ms
104.24.146.56,LAX,North America,Los Angeles,188 ms
104.25.97.145,LAX,North America,Los Angeles,188 ms
172.66.0.38,LAX,North America,Los Angeles,188 ms
141.101.120.226,LAX,North America,Los Angeles,188 ms
104.20.57.245,LAX,North America,Los Angeles,188 ms
104.19.154.164,SJC,North America,San Jose,188 ms
172.64.88.97,LAX,North America,Los Angeles,188 ms
172.67.76.9,HKG,Asia Pacific,Hong Kong,188 ms
104.19.48.131,LAX,North America,Los Angeles,188 ms
104.18.210.37,SJC,North America,San Jose,188 ms
104.25.187.140,LAX,North America,Los Angeles,188 ms
104.18.165.115,SJC,North America,San Jose,188 ms
104.16.136.237,SJC,North America,San Jose,188 ms
172.64.84.44,LAX,North America,Los Angeles,188 ms
162.159.17.97,LAX,North America,Los Angeles,188 ms
104.19.194.19,LAX,North America,Los Angeles,188 ms
172.64.83.19,LAX,North America,Los Angeles,188 ms
162.159.135.202,LAX,North America,Los Angeles,188 ms
104.23.102.168,LAX,North America,Los Angeles,188 ms
104.18.198.132,SJC,North America,San Jose,188 ms
173.245.49.55,LAX,North America,Los Angeles,188 ms
104.17.24.100,SJC,North America,San Jose,188 ms
104.23.124.14,LAX,North America,Los Angeles,188 ms
104.20.45.231,LAX,North America,Los Angeles,188 ms
104.17.10.143,SJC,North America,San Jose,188 ms
104.19.76.70,LAX,North America,Los Angeles,188 ms
172.64.150.227,LAX,North America,Los Angeles,188 ms
104.25.143.192,LAX,North America,Los Angeles,188 ms
104.26.4.148,HKG,Asia Pacific,Hong Kong,188 ms
172.67.89.164,LAX,North America,Los Angeles,188 ms
104.24.229.42,LAX,North America,Los Angeles,188 ms
104.19.201.116,LAX,North America,Los Angeles,188 ms
104.27.72.188,LAX,North America,Los Angeles,188 ms
103.21.244.3,LAX,North America,Los Angeles,188 ms
162.159.133.231,LAX,North America,Los Angeles,188 ms
172.64.157.117,LAX,North America,Los Angeles,188 ms
104.24.81.160,LAX,North America,Los Angeles,188 ms
104.24.164.195,LAX,North America,Los Angeles,188 ms
104.25.213.125,LAX,North America,Los Angeles,188 ms
162.159.5.151,LAX,North America,Los Angeles,188 ms
104.27.112.130,LAX,North America,Los Angeles,188 ms
172.64.176.45,LAX,North America,Los Angeles,189 ms
104.18.163.87,SJC,North America,San Jose,189 ms
104.24.137.168,LAX,North America,Los Angeles,189 ms
104.24.59.247,LAX,North America,Los Angeles,189 ms
104.24.128.240,LAX,North America,Los Angeles,189 ms
104.16.135.70,SJC,North America,San Jose,189 ms
172.65.172.35,LAX,North America,Los Angeles,189 ms
104.25.122.250,LAX,North America,Los Angeles,189 ms
104.17.205.238,SJC,North America,San Jose,189 ms
162.159.249.97,LAX,North America,Los Angeles,189 ms
104.23.120.139,LAX,North America,Los Angeles,189 ms
104.20.2.223,LAX,North America,Los Angeles,189 ms
104.19.203.188,LAX,North America,Los Angeles,189 ms
104.16.224.195,SJC,North America,San Jose,189 ms
172.67.116.109,LAX,North America,Los Angeles,189 ms
104.20.36.155,LAX,North America,Los Angeles,189 ms
104.27.59.80,LAX,North America,Los Angeles,189 ms
104.16.129.167,SJC,North America,San Jose,189 ms
104.27.46.195,LAX,North America,Los Angeles,189 ms
104.18.207.191,SJC,North America,San Jose,189 ms
104.19.211.78,SJC,North America,San Jose,189 ms
198.41.207.96,LAX,North America,Los Angeles,189 ms
104.20.39.219,LAX,North America,Los Angeles,189 ms
104.25.250.206,LAX,North America,Los Angeles,189 ms
104.25.89.217,LAX,North America,Los Angeles,189 ms
104.24.193.50,LAX,North America,Los Angeles,189 ms
104.27.15.0,LAX,North America,Los Angeles,189 ms
104.24.147.20,LAX,North America,Los Angeles,189 ms
104.25.3.163,LAX,North America,Los Angeles,189 ms
104.24.131.96,LAX,North America,Los Angeles,189 ms
104.25.124.124,LAX,North America,Los Angeles,189 ms
104.16.201.12,SJC,North America,San Jose,189 ms
104.19.206.140,LAX,North America,Los Angeles,189 ms
104.25.254.147,LAX,North America,Los Angeles,189 ms
104.19.125.2,LAX,North America,Los Angeles,189 ms
104.16.39.98,SJC,North America,San Jose,189 ms
104.19.47.142,LAX,North America,Los Angeles,189 ms
173.245.58.41,LAX,North America,Los Angeles,189 ms
104.25.151.36,LAX,North America,Los Angeles,189 ms
104.25.242.47,LAX,North America,Los Angeles,189 ms
104.27.109.15,LAX,North America,Los Angeles,189 ms
104.25.104.102,LAX,North America,Los Angeles,189 ms
104.24.197.164,LAX,North America,Los Angeles,189 ms
104.19.19.43,LAX,North America,Los Angeles,189 ms
104.27.22.243,LAX,North America,Los Angeles,189 ms
104.25.154.165,LAX,North America,Los Angeles,189 ms
104.20.55.209,LAX,North America,Los Angeles,189 ms
104.25.96.112,LAX,North America,Los Angeles,189 ms
172.65.208.182,LAX,North America,Los Angeles,189 ms
104.17.123.133,SJC,North America,San Jose,189 ms
104.16.154.124,SJC,North America,San Jose,189 ms
104.19.57.236,LAX,North America,Los Angeles,189 ms
104.18.216.161,SJC,North America,San Jose,189 ms
104.16.96.88,SJC,North America,San Jose,189 ms
104.25.205.227,LAX,North America,Los Angeles,189 ms
104.27.1.246,LAX,North America,Los Angeles,189 ms
198.41.204.92,LAX,North America,Los Angeles,189 ms
104.25.158.197,LAX,North America,Los Angeles,189 ms
104.19.124.92,LAX,North America,Los Angeles,189 ms
104.17.91.49,SJC,North America,San Jose,189 ms
162.159.140.61,LAX,North America,Los Angeles,189 ms
108.162.193.0,LAX,North America,Los Angeles,190 ms
104.20.10.121,LAX,North America,Los Angeles,190 ms
104.18.34.203,LAX,North America,Los Angeles,190 ms
172.64.33.245,LAX,North America,Los Angeles,190 ms
172.64.34.151,LAX,North America,Los Angeles,190 ms
104.18.17.211,LAX,North America,Los Angeles,190 ms
104.24.94.57,LAX,North America,Los Angeles,190 ms
104.25.109.79,LAX,North America,Los Angeles,190 ms
104.27.126.98,LAX,North America,Los Angeles,190 ms
104.20.11.95,LAX,North America,Los Angeles,190 ms
104.18.106.111,SJC,North America,San Jose,190 ms
104.19.82.169,LAX,North America,Los Angeles,190 ms
104.25.75.169,LAX,North America,Los Angeles,190 ms
104.20.53.40,LAX,North America,Los Angeles,190 ms
104.24.209.94,LAX,North America,Los Angeles,190 ms
162.159.134.168,LAX,North America,Los Angeles,190 ms
104.24.82.91,LAX,North America,Los Angeles,190 ms
162.159.26.49,LAX,North America,Los Angeles,190 ms
104.25.150.29,LAX,North America,Los Angeles,190 ms
104.19.3.76,LAX,North America,Los Angeles,190 ms
104.19.78.109,LAX,North America,Los Angeles,190 ms
104.19.186.186,SJC,North America,San Jose,190 ms
162.159.7.189,LAX,North America,Los Angeles,190 ms
162.159.143.73,LAX,North America,Los Angeles,190 ms
104.25.101.94,LAX,North America,Los Angeles,190 ms
104.25.102.108,LAX,North America,Los Angeles,190 ms
104.25.11.138,LAX,North America,Los Angeles,190 ms
104.18.160.24,SJC,North America,San Jose,190 ms
162.159.241.91,LAX,North America,Los Angeles,190 ms
162.159.48.229,LAX,North America,Los Angeles,190 ms
104.25.59.151,LAX,North America,Los Angeles,190 ms
104.20.17.79,HKG,Asia Pacific,Hong Kong,190 ms
104.24.14.176,LAX,North America,Los Angeles,190 ms
104.25.103.159,LAX,North America,Los Angeles,190 ms
104.25.86.193,LAX,North America,Los Angeles,190 ms
104.24.68.85,LAX,North America,Los Angeles,190 ms
104.18.201.163,SJC,North America,San Jose,190 ms
104.19.126.246,LAX,North America,Los Angeles,190 ms
104.25.147.183,LAX,North America,Los Angeles,190 ms
104.25.106.210,LAX,North America,Los Angeles,190 ms
104.24.226.250,LAX,North America,Los Angeles,190 ms
104.27.96.40,LAX,North America,Los Angeles,190 ms
104.18.35.182,LAX,North America,Los Angeles,190 ms
162.159.247.241,LAX,North America,Los Angeles,190 ms
104.27.33.156,LAX,North America,Los Angeles,190 ms
104.24.15.254,LAX,North America,Los Angeles,190 ms
104.24.134.66,LAX,North America,Los Angeles,190 ms
104.25.164.150,LAX,North America,Los Angeles,190 ms
104.23.116.65,LAX,North America,Los Angeles,190 ms
162.159.22.163,LAX,North America,Los Angeles,190 ms
104.25.67.161,LAX,North America,Los Angeles,190 ms
66.235.200.137,LAX,North America,Los Angeles,190 ms
172.64.93.71,LAX,North America,Los Angeles,190 ms
104.20.32.211,LAX,North America,Los Angeles,190 ms
104.24.67.121,LAX,North America,Los Angeles,190 ms
104.24.10.142,LAX,North America,Los Angeles,190 ms
104.19.103.54,LAX,North America,Los Angeles,190 ms
104.27.40.212,LAX,North America,Los Angeles,190 ms
104.25.70.35,LAX,North America,Los Angeles,190 ms
104.25.39.153,LAX,North America,Los Angeles,190 ms
104.24.242.204,LAX,North America,Los Angeles,190 ms
104.27.98.148,LAX,North America,Los Angeles,190 ms
104.23.97.236,LAX,North America,Los Angeles,190 ms
104.25.26.15,LAX,North America,Los Angeles,190 ms
104.24.17.200,LAX,North America,Los Angeles,190 ms
104.25.237.13,LAX,North America,Los Angeles,190 ms
23.227.38.78,LAX,North America,Los Angeles,190 ms
104.24.201.205,LAX,North America,Los Angeles,190 ms
104.24.144.120,LAX,North America,Los Angeles,190 ms
104.24.143.135,LAX,North America,Los Angeles,190 ms
104.24.204.144,LAX,North America,Los Angeles,190 ms
141.101.122.100,LAX,North America,Los Angeles,190 ms
104.19.61.207,LAX,North America,Los Angeles,190 ms
162.159.128.213,LAX,North America,Los Angeles,190 ms
104.25.4.204,LAX,North America,Los Angeles,190 ms
104.24.252.136,LAX,North America,Los Angeles,190 ms
104.19.41.44,LAX,North America,Los Angeles,190 ms
104.24.58.139,LAX,North America,Los Angeles,190 ms
104.24.195.239,LAX,North America,Los Angeles,190 ms
104.25.18.50,LAX,North America,Los Angeles,190 ms
162.159.255.240,LAX,North America,Los Angeles,190 ms
172.67.99.180,LAX,North America,Los Angeles,190 ms
104.16.130.73,SJC,North America,San Jose,191 ms
104.20.41.99,LAX,North America,Los Angeles,191 ms
104.20.43.22,LAX,North America,Los Angeles,191 ms
104.19.148.86,SJC,North America,San Jose,191 ms
104.24.238.42,LAX,North America,Los Angeles,191 ms
172.65.245.43,FRA,Europe,Frankfurt,191 ms
104.25.139.78,LAX,North America,Los Angeles,191 ms
104.18.30.54,LAX,North America,Los Angeles,191 ms
104.17.161.93,SJC,North America,San Jose,191 ms
172.64.156.111,LAX,North America,Los Angeles,191 ms
104.20.6.223,LAX,North America,Los Angeles,191 ms
104.25.229.131,LAX,North America,Los Angeles,191 ms
104.24.168.224,LAX,North America,Los Angeles,191 ms
104.25.6.252,LAX,North America,Los Angeles,191 ms
104.25.78.171,LAX,North America,Los Angeles,191 ms
172.64.235.143,LAX,North America,Los Angeles,191 ms
104.16.166.244,SJC,North America,San Jose,191 ms
172.67.85.170,LAX,North America,Los Angeles,191 ms
108.162.196.88,LAX,North America,Los Angeles,191 ms
104.17.90.55,SJC,North America,San Jose,191 ms
104.16.196.218,SJC,North America,San Jose,191 ms
104.20.44.207,LAX,North America,Los Angeles,191 ms
104.19.43.144,LAX,North America,Los Angeles,191 ms
104.18.159.235,SJC,North America,San Jose,191 ms
104.23.110.233,LAX,North America,Los Angeles,191 ms
104.24.239.144,LAX,North America,Los Angeles,191 ms
104.19.60.85,LAX,North America,Los Angeles,191 ms
104.19.199.33,LAX,North America,Los Angeles,191 ms
104.27.99.166,LAX,North America,Los Angeles,191 ms
104.24.172.43,LAX,North America,Los Angeles,191 ms
104.24.247.12,LAX,North America,Los Angeles,191 ms
104.25.56.106,LAX,North America,Los Angeles,191 ms
104.24.6.99,LAX,North America,Los Angeles,191 ms
104.17.201.27,SJC,North America,San Jose,191 ms
104.25.41.106,LAX,North America,Los Angeles,191 ms
104.25.156.19,LAX,North America,Los Angeles,191 ms
104.24.29.104,LAX,North America,Los Angeles,191 ms
104.17.173.45,SJC,North America,San Jose,191 ms
104.20.54.47,LAX,North America,Los Angeles,191 ms
104.27.67.159,LAX,North America,Los Angeles,191 ms
172.67.100.229,LAX,North America,Los Angeles,191 ms
104.25.192.53,LAX,North America,Los Angeles,191 ms
104.24.250.19,LAX,North America,Los Angeles,191 ms
104.16.81.27,SJC,North America,San Jose,191 ms
104.25.204.138,LAX,North America,Los Angeles,191 ms
104.19.64.156,LAX,North America,Los Angeles,191 ms
104.19.65.21,LAX,North America,Los Angeles,191 ms
104.27.62.56,LAX,North America,Los Angeles,191 ms
104.24.77.92,LAX,North America,Los Angeles,191 ms
104.18.7.41,LAX,North America,Los Angeles,191 ms
104.17.171.5,SJC,North America,San Jose,191 ms
172.64.48.215,LAX,North America,Los Angeles,191 ms
104.24.156.51,LAX,North America,Los Angeles,191 ms
172.67.97.140,LAX,North America,Los Angeles,191 ms
104.19.210.63,SJC,North America,San Jose,191 ms
104.19.0.29,LAX,North America,Los Angeles,191 ms
104.25.22.251,LAX,North America,Los Angeles,191 ms
104.19.146.180,SJC,North America,San Jose,191 ms
104.24.159.7,LAX,North America,Los Angeles,191 ms
104.19.73.206,LAX,North America,Los Angeles,191 ms
104.25.52.174,LAX,North America,Los Angeles,191 ms
104.31.16.192,LAX,North America,Los Angeles,191 ms
104.20.33.27,LAX,North America,Los Angeles,191 ms
104.26.1.33,HKG,Asia Pacific,Hong Kong,191 ms
104.27.113.177,LAX,North America,Los Angeles,191 ms
104.25.31.153,LAX,North America,Los Angeles,191 ms
162.159.18.82,LAX,North America,Los Angeles,191 ms
104.16.84.204,SJC,North America,San Jose,191 ms
104.24.180.206,LAX,North America,Los Angeles,191 ms
172.64.90.44,LAX,North America,Los Angeles,191 ms
104.27.38.14,LAX,North America,Los Angeles,191 ms
104.17.148.37,SJC,North America,San Jose,191 ms
162.159.242.243,LAX,North America,Los Angeles,191 ms
104.24.3.101,LAX,North America,Los Angeles,191 ms
172.64.94.8,LAX,North America,Los Angeles,191 ms
104.25.207.155,LAX,North America,Los Angeles,192 ms
104.25.169.6,LAX,North America,Los Angeles,192 ms
104.24.236.27,LAX,North America,Los Angeles,192 ms
104.19.109.97,LAX,North America,Los Angeles,192 ms
104.23.112.82,LAX,North America,Los Angeles,192 ms
104.27.111.130,LAX,North America,Los Angeles,192 ms
104.25.16.110,LAX,North America,Los Angeles,192 ms
104.23.119.52,LAX,North America,Los Angeles,192 ms
172.66.44.25,LAX,North America,Los Angeles,192 ms
104.27.84.178,LAX,North America,Los Angeles,192 ms
104.19.22.203,LAX,North America,Los Angeles,192 ms
104.24.26.132,LAX,North America,Los Angeles,192 ms
104.19.56.254,LAX,North America,Los Angeles,192 ms
104.18.29.226,LAX,North America,Los Angeles,192 ms
162.159.32.167,LAX,North America,Los Angeles,192 ms
104.25.108.228,LAX,North America,Los Angeles,192 ms
162.159.240.190,LAX,North America,Los Angeles,192 ms
104.25.58.131,LAX,North America,Los Angeles,192 ms
172.67.82.203,LAX,North America,Los Angeles,192 ms
104.19.87.218,LAX,North America,Los Angeles,192 ms
104.25.243.223,LAX,North America,Los Angeles,192 ms
104.19.99.244,LAX,North America,Los Angeles,192 ms
104.23.99.123,LAX,North America,Los Angeles,192 ms
104.20.48.46,LAX,North America,Los Angeles,192 ms
141.101.123.199,LAX,North America,Los Angeles,192 ms
104.16.158.50,SJC,North America,San Jose,192 ms
104.27.7.96,LAX,North America,Los Angeles,192 ms
104.24.41.215,LAX,North America,Los Angeles,192 ms
104.25.25.59,LAX,North America,Los Angeles,192 ms
104.24.47.28,LAX,North America,Los Angeles,192 ms
162.159.9.158,LAX,North America,Los Angeles,192 ms
104.27.115.65,LAX,North America,Los Angeles,192 ms
104.24.148.242,LAX,North America,Los Angeles,192 ms
104.18.46.178,LAX,North America,Los Angeles,192 ms
104.16.206.152,SJC,North America,San Jose,192 ms
104.19.119.72,LAX,North America,Los Angeles,192 ms
104.27.70.223,LAX,North America,Los Angeles,192 ms
104.25.152.97,LAX,North America,Los Angeles,192 ms
104.20.46.84,LAX,North America,Los Angeles,192 ms
104.19.40.153,LAX,North America,Los Angeles,192 ms
104.24.185.239,LAX,North America,Los Angeles,192 ms
104.23.105.192,LAX,North America,Los Angeles,192 ms
104.20.23.236,HKG,Asia Pacific,Hong Kong,192 ms
104.27.102.248,LAX,North America,Los Angeles,192 ms
104.19.21.224,LAX,North America,Los Angeles,192 ms
172.67.80.165,LAX,North America,Los Angeles,192 ms
104.24.196.78,LAX,North America,Los Angeles,192 ms
104.25.137.157,LAX,North America,Los Angeles,192 ms
104.25.171.77,LAX,North America,Los Angeles,192 ms
104.18.101.140,SJC,North America,San Jose,192 ms
104.24.5.193,LAX,North America,Los Angeles,192 ms
162.159.16.19,LAX,North America,Los Angeles,192 ms
162.159.152.255,LAX,North America,Los Angeles,192 ms
104.27.19.238,LAX,North America,Los Angeles,192 ms
162.159.138.56,LAX,North America,Los Angeles,192 ms
104.27.31.186,LAX,North America,Los Angeles,192 ms
172.64.149.234,LAX,North America,Los Angeles,192 ms
172.64.42.193,LAX,North America,Los Angeles,192 ms
104.27.65.182,LAX,North America,Los Angeles,192 ms
104.18.31.182,LAX,North America,Los Angeles,192 ms
104.20.1.254,LAX,North America,Los Angeles,192 ms
104.27.121.3,LAX,North America,Los Angeles,192 ms
162.159.3.241,LAX,North America,Los Angeles,192 ms
104.25.88.87,LAX,North America,Los Angeles,192 ms
104.19.32.84,LAX,North America,Los Angeles,192 ms
104.19.10.66,LAX,North America,Los Angeles,192 ms
104.24.132.226,LAX,North America,Los Angeles,192 ms
104.24.208.90,LAX,North America,Los Angeles,192 ms
104.24.20.190,LAX,North America,Los Angeles,192 ms
104.25.252.169,LAX,North America,Los Angeles,192 ms
104.19.5.252,LAX,North America,Los Angeles,192 ms
104.24.12.171,LAX,North America,Los Angeles,192 ms
104.24.141.38,LAX,North America,Los Angeles,192 ms
104.24.57.130,LAX,North America,Los Angeles,192 ms
104.19.75.14,LAX,North America,Los Angeles,192 ms
104.18.117.161,SJC,North America,San Jose,193 ms
104.19.14.245,LAX,North America,Los Angeles,193 ms
104.18.5.45,LAX,North America,Los Angeles,193 ms
104.18.6.21,LAX,North America,Los Angeles,193 ms
104.18.10.240,LAX,North America,Los Angeles,193 ms
172.67.122.72,LAX,North America,Los Angeles,193 ms
104.24.241.183,LAX,North America,Los Angeles,193 ms
104.24.220.241,LAX,North America,Los Angeles,193 ms
104.27.91.34,LAX,North America,Los Angeles,193 ms
104.24.79.31,LAX,North America,Los Angeles,193 ms
162.159.23.241,LAX,North America,Los Angeles,193 ms
198.41.218.46,LAX,North America,Los Angeles,193 ms
104.27.14.235,LAX,North America,Los Angeles,193 ms
104.24.203.182,LAX,North America,Los Angeles,193 ms
104.24.183.95,LAX,North America,Los Angeles,193 ms
104.27.48.148,LAX,North America,Los Angeles,193 ms
172.64.159.82,LAX,North America,Los Angeles,193 ms
172.67.104.189,LAX,North America,Los Angeles,193 ms
104.16.92.169,SJC,North America,San Jose,193 ms
104.24.24.50,LAX,North America,Los Angeles,193 ms
104.19.97.0,LAX,North America,Los Angeles,193 ms
104.24.138.211,LAX,North America,Los Angeles,193 ms
104.19.34.10,LAX,North America,Los Angeles,193 ms
104.24.182.10,LAX,North America,Los Angeles,193 ms
104.25.160.233,LAX,North America,Los Angeles,193 ms
